palabra;valencia
Berlina;0,592
enloquecido;0,398
atracar;0,295
berilio;0,417
implorar;0,33
acosar;0,385
el mejor día;0,76
El mejor sentimiento;0,806
mejores amigos;0,934
bestial;0,26
mejores amigos;0,888
otorgar;0,656
Mejor vendido;0,771
apuesta;0,385
beta;0,71
traicionar;0,042
traición;0,083
traicionado;0,122
prometido;0,833
mejoramiento;0,898
apuesta;0,237
betty;0,542
bisel;0,757
bebida;0,635
grupo;0,429
tener cuidado;0,151
confundir;0,306
desconcertado;0,23
desconcierto;0,312
parcialidad;0,4
sesgado;0,271
babero;0,385
Biblia;0,719
bíblico;0,635
bibliografía;0,622
bicarbonato;0,479
bicentenario;0,541
bíceps;0,592
disputa;0,143
dimes y diretes;0,122
bicolor;0,58
bicicleta;0,708
licitación;0,76
licitador;0,465
ofertas;0,586
permanecer;0,368
bienal;0,531
féretro;0,497
bifurcación;0,385
grande;0,802
bigamia;0,327
gran día;0,796
El temor más grande;0,062
grande;0,531
cuerno grande;0,48
boca grande;0,417
fanático;0,479
fanatismo;0,356
bicicleta;0,708
motorista;0,604
bikini;0,73
bilateral;0,633
bicapa;0,438
bilis;0,157
sentina;0,316
bilingüe;0,735
factura;0,396
cartelera;0,594
palanquilla;0,479
de billar;0,719
billar;0,643
facturación;0,406
mil millones;0,719
multimillonario;0,806
porra;0,49
Cabeza hueca;0,396
bimensual;0,408
compartimiento;0,422
binario;0,49
unir;0,398
aglutinante;0,438
taller de encuadernación;0,548
Unión;0,438
bing;0,573
borrachera;0,304
bingo;0,735
binocular;0,531
prismáticos;0,49
binomio;0,6
biografía;0,612
bioquímico;0,367
bioquímica;0,552
biogénesis;0,594
biógrafo;0,708
biografía;0,698
biológico;0,59
biólogo;0,625
biología;0,479
biónico;0,571
biopsia;0,323
biosfera;0,684
bipartito;0,365
bipolar;0,208
abedul;0,562
pájaro;0,729
jaula;0,48
pajarito;0,594
hombre pájaro;0,49
nacimiento;0,896
cumpleaños;0,969
parto;0,796
mancha de nacimiento;0,63
lugar de nacimiento;0,781
patrimonio;0,684
Bis;0,44
galleta;0,888
obispo;0,594
bisonte;0,573
sopa de mariscos;0,693
pequeño restaurante;0,594
un poco;0,427
perra;0,276
malévolo;0,188
morder;0,219
mordedor;0,26
chiquito;0,51
amargo;0,218
amargamente;0,194
amargura;0,115
agridulce;0,469
fragmentario;0,469
betún;0,375
quincenal;0,581
negocio;0,5
extraño;0,379
cotilla;0,438
bocazas;0,323
Mora;0,667
mirlo;0,52
pizarra;0,469
ennegrecer;0,208
rostro negro;0,302
veintiuna;0,419
lista negra;0,133
chantaje;0,094
chantajista;0,092
negrura;0,26
apagón;0,126
herrero;0,48
vejiga;0,406
espada;0,378
culpa;0,115
inocente;0,759
amable;0,3
vacío;0,531
cobija;0,74
estruendo;0,439
hastiado;0,42
blasfemo;0,21
blasfemia;0,146
explosión;0,167
blaster;0,459
despegue;0,357
evidente;0,327
decir tonterías;0,344
resplandor;0,698
chaqueta de sport;0,635
flameante;0,594
lejía;0,336
desolado;0,204
sangrar;0,041
hemofílico;0,26
sangrado;0,135
emitir pitidos;0,479
defecto;0,219
manchado;0,173
mezclar;0,469
licuadora;0,602
mezcla;0,56
bendecir;0,929
bendecido;0,91
bendición;0,929
bendiciones;0,929
azul;0,46
plaga;0,271
arruinado;0,146
dirigible;0,6
cegado;0,245
venda;0,448
con los ojos vendados;0,208
cegador;0,304
a ciegas;0,439
ceguera;0,245
parpadear;0,552
punto luminoso en un radar;0,529
felicidad;0,816
feliz;0,885
ampolla;0,407
abrasador;0,344
bombardeo aéreo;0,417
tormenta de nieve;0,375
inflar;0,229
hinchado;0,167
gota;0,5
bloquear;0,286
bloqueo;0,38
éxito de taquilla;0,73
estúpido;0,163
Blog;0,639
tipo;0,45
rubio;0,59
sangre;0,219
matanza;0,06
sabueso;0,327
incruento;0,292
linaje;0,51
matanza;0,048
inyectado de sangre;0,188
sangre;0,552
sanguinario;0,052
sangriento;0,031
florecer;0,816
pololos;0,521
floreciente;0,86
florecer;0,792
mancha;0,365
cubierto de manchas;0,133
papel secante;0,36
blusa;0,58
explotar;0,316
soplador;0,564
pez globo;0,344
soplo;0,521
mamada;0,46
estropeado;0,333
Reventar;0,398
soplete;0,52
grasa de ballena;0,388
Bluddy;0,312
azul;0,646
abeto azul;0,559
arándano;0,656
azulejo;0,573
hierba azul;0,573
arrendajo azul;0,635
Plano;0,49
blues;0,469
bluff;0,418
azulado;0,604
torpeza;0,135
descortés;0,551
difuminar;0,268
borroso;0,32
decir bruscamente;0,408
sonrojo;0,698
rubor;0,51
boa;0,255
Boa constrictor;0,198
Jabali;0,406
junta;0,592
juego de mesa;0,711
huésped;0,604
embarque;0,531
sala del consejo;0,555
tableros;0,469
paseo marítimo;0,643
presumir;0,52
jactancioso;0,49
jactancia;0,417
barco;0,516
cobertizo;0,592
paseo en barco;0,638
barcada;0,365
barquero;0,592
bobina;0,429
gato montés;0,562
bobsleigh;0,667
presagiar;0,344
bodega;0,573
corpiño;0,39
corporal;0,594
cuerpo;0,694
guardaespaldas;0,51
pantano;0,302
espectro;0,38
coco;0,388
FALSO;0,219
bohemio;0,622
hervir;0,417
caldera;0,561
repetitivo;0,398
hirviendo;0,302
bullicioso;0,385
audaz;0,49
audacia;0,806
cojones;0,448
reforzar;0,708
tornillo;0,354
bolo;0,426
bomba;0,167
bombardear;0,156
bombardero;0,24
bombardeo;0,146
bombardeado;0,051
bombardeo;0,125
bombarderos;0,173
bombardeo;0,167
bomba;0,327
bonanza;0,875
caramelo;0,865
vínculo;0,667
esclavitud;0,146
unión;0,594
cautiverio;0,74
fiador;0,469
hueso;0,337
estúpido;0,337
metedura de pata;0,344
huesos;0,281
hoguera;0,48
bong;0,333
loco;0,306
Bonne;0,448
capó;0,406
hermoso;0,561
bonsái;0,714
prima;0,857
óseo;0,445
abucheo;0,153
teta;0,694
bobo;0,396
Moco;0,399
hombre del saco;0,292
mover el esqueleto;0,59
libro;0,802
estantería;0,553
corredor de apuestas;0,344
reserva;0,708
libresco;0,604
contable;0,48
teneduría de libros;0,52
folleto;0,51
corredor de apuestas;0,583
marcador;0,543
libros;0,729
librero;0,583
librería;0,688
ratón de biblioteca;0,563
auge;0,604
boomer;0,48
bumerang;0,531
en auge;0,688
bendición;0,878
boooo;0,271
impulsar;0,865
refuerzo;0,755
bota;0,438
puesto;0,531
pirata;0,357
contrabandista de licores;0,354
botas;0,602
botín;0,663
bebida alcohólica;0,265
golpear;0,429
bopper;0,398
borde;0,406
limítrofe;0,643
límite;0,449
aburrir;0,417
boreales;0,582
aburrido;0,153
aburrimiento;0,167
taladrador;0,302
aburrido;0,194
nacido;0,865
boro;0,441
ciudad;0,429
tomar prestado;0,398
prestatario;0,439
seno;0,612
jefe;0,31
mandón;0,24
bostón;0,643
botánico;0,66
botánica;0,604
molestar;0,208
molesto;0,208
botella;0,469
embotellamiento;0,284
embotellado;0,365
abajo;0,417
sin fondo;0,31
botulismo;0,292
roca;0,461
bote;0,375
bravucón;0,49
muelle;0,562
vinculado;0,417
Perímetro;0,561
sin límites;0,684
límites;0,378
abundante;0,854
generosidad;0,76
ramo;0,724
Borbón;0,602
burgués;0,439
burguesía;0,357
bolsa;0,53
combate;0,208
boutique;0,745
era hora;0,588
bovino;0,449
arco;0,53
encorvado;0,41
intestino;0,306
intestinos;0,194
cuenco;0,625
jugador de bolos;0,552
bolos;0,656
bochas;0,551
caja;0,5
furgón;0,42
Boxer;0,49
boxeadores;0,375
boxeo;0,427
boicotear;0,112
novio;0,781
niñez;0,729
infantil;0,698
bayas de Boysen;0,646
bozo;0,388
sostén;0,672
abrazadera;0,61
pulsera;0,776
tirantes;0,5
braquial;0,388
soporte;0,49
soportes;0,573
salobre;0,469
puntilla;0,49
jactarse;0,347
trenza;0,427
cerebro;0,667
estúpido;0,138
sesos;0,663
idea genial;0,794
lavar el cerebro;0,198
inteligente;0,708
freno;0,312
salvado;0,688
rama;0,538
derivación;0,52
marca;0,562
brandy;0,6
temerario;0,36
latón;0,5
nudillo de cobre;0,406
sostén;0,51
palo de golf;0,312
salchichas;0,51
bravata;0,479
Bravo;0,837
valentía;0,898
pelearse;0,104
queso de cerdo;0,438
descarado;0,292
incumplimiento;0,177
pan de molde;0,66
amplitud;0,667
descanso;0,61
quebradizo;0,194
separarse;0,479
desglose;0,365
interruptor automático;0,323
interruptores;0,469
desayuno;0,885
allanamiento de morada;0,418
noticias de última hora;0,5
vertiginoso;0,254
descubrimiento;0,68
ruptura;0,25
seno;0,753
aliento;0,684
respirar;0,833
descanso;0,624
jadeante;0,323
asombroso;0,936
recámara;0,5
pantalones;0,365
raza;0,49
criador;0,645
cría;0,667
brisa;0,837
ventoso;0,531
hermanos de religion;0,917
breve;0,535
brevedad;0,459
elaborar cerveza;0,74
cervecería;0,71
fabricación de cerveza;0,74
brezo;0,493
soborno;0,112
ladrillo;0,217
nupcial;0,823
novia;0,84
novio;0,809
dama de honor;0,748
puente;0,625
brida;0,427
breve;0,469
maletín;0,542
instrucciones;0,612
brevemente;0,686
bergantín;0,573
brigada;0,604
brillante;0,89
aclarar;0,76
ilumina;0,771
más brillante;0,918
brillo;0,938
brillantez;0,99
brillante;0,939
borde;0,469
rebosante;0,656
azufre;0,357
salmuera;0,333
traer;0,635
borde;0,375
enérgico;0,719
falda;0,552
cerda;0,375
frágil;0,276
hermano;0,794
broche;0,438
amplio;0,762
transmisión;0,615
radiodifusión;0,542
ampliar;0,678
costado;0,459
sable;0,469
brocado;0,5
brócoli;0,469
folleto;0,552
asar;0,51
rompió;0,245
roto;0,062
corazón roto;0,115
con el corazón roto;0,13
corredor;0,582
corretaje;0,479
bromuro;0,347
potro cerril;0,5
bronce;0,622
broche;0,531
cría;0,633
melancólico;0,327
arroyo;0,594
Escoba;0,385
palo de escoba;0,41
caldo;0,5
burdel;0,255
hermano;0,823
fraternidad;0,99
fraternal;0,865
frente;0,562
marrón;0,396
piedra rojiza;0,559
navegar;0,635
brrr;0,373
moretón;0,133
hematomas;0,084
desalmuerzo;0,406
morena;0,802
esfuerzo;0,204
cepillo;0,49
brutal;0,122
brutalidad;0,122
bruto;0,115
brutal;0,27
burbuja;0,774
burbujeante;0,5
bubónico;0,28
dólar;0,677
buckaroo;0,448
balde;0,408
hebilla;0,416
abrochado;0,427
bucko;0,439
posta zorrera;0,255
alforfón;0,49
brote;0,46
Buda;0,69
budismo;0,51
en ciernes;0,49
amigo;0,884
ceder;0,719
presupuesto;0,643
fuerte;0,561
búfalo;0,469
buffer;0,52
almacenamiento en búfer;0,479
buffet;0,656
bufón;0,344
insecto;0,286
pesadilla;0,439
molestado;0,561
tío;0,312
calesa;0,5
bugle;0,479
corneta;0,542
construir;0,771
constructor;0,66
edificio;0,705
edificios;0,582
construir;0,49
bulbo;0,562
bulboso;0,39
bulto;0,26
bulímica;0,092
a granel;0,469
mamparo;0,312
voluminoso;0,427
toro;0,521
buldog;0,494
excavadora;0,459
bala;0,408
boletín;0,573
a prueba de balas;0,75
torero;0,448
rana mugidora;0,344
obstinado;0,229
megáfono;0,51
plata en lingotes;0,693
toro castrado;0,281
toril;0,48
mierda;0,042
matón;0,257
baluarte;0,551
culo;0,281
abejorro;0,469
desanimado;0,296
gorrón;0,163
bulto;0,286
parachoque;0,385
con baches;0,306
bollo;0,424
racimo;0,552
paquete;0,51
bungalow;0,562
cuerda elástica;0,637
boca de tonel;0,286
juanete;0,276
litera;0,438
búnker;0,375
barracón;0,47
conejito;0,74
tizón;0,417
boya;0,562
flotabilidad;0,625
boyante;0,625
rebaba;0,385
carga;0,367
agobiado;0,429
gravoso;0,229
oficina;0,562
burocracia;0,38
burócrata;0,208
burocrático;0,28
hamburguesa;0,688
ladrón;0,05
robo;0,146
entierro;0,203
enterrado;0,133
Burke;0,466
arpillera;0,429
burlesco;0,327
fuerte;0,562
quemar;0,219
quemado;0,163
quemador;0,296
incendio;0,229
bruñido;0,52
agotamiento;0,219
quemado;0,082
eructar;0,219
rebaba;0,39
burrito;0,688
burro;0,4
madriguera;0,438
beca;0,729
ráfaga;0,156
enterrar;0,077
autobús;0,407
ayudante de mesero;0,51
arbusto;0,413
bushel;0,417
tupido;0,562
negocio;0,688
empresario;0,53
mujer de negocios;0,719
bus lleno;0,561
autobús;0,469
busto;0,52
Arrestado;0,204
destructor;0,469
bullicio;0,347
bullicioso;0,49
ocupado;0,402
entrometido;0,255
butano;0,442
carnicero;0,5
mayordomo;0,469
extremo;0,347
manteca;0,65
botón de oro;0,562
mariposa;0,892
suero de la leche;0,633
caramelo de azúcar con mantequilla;0,708
mantecoso;0,625
nalga;0,429
nalgas;0,458
botón;0,52
contrafuerte;0,438
exuberante;0,562
comprar;0,771
comprador;0,613
comprar;0,665
zumbido;0,333
zopilote;0,35
zumbado;0,583
zumbador;0,549
zumbido;0,43
adiós;0,375
pasado;0,229
por ley;0,469
línea de autor;0,469
derivación;0,429
espectador;0,48
byte;0,49
bizantino;0,546
taxi;0,438
cábala;0,5
cabaña;0,698
cabaret;0,677
repollo;0,398
taxista;0,521
cabernet;0,543
cabina;0,643
gabinete;0,552
cable;0,583
Caballito;0,529
furgón de cola;0,44
cabriolé;0,667
cache;0,552
cacofonía;0,408
cactus;0,439
canalla;0,447
cadáver;0,03
caddie;0,521
cadencia;0,427
cadete;0,504
cafetería;0,781
cafeína;0,562
jaula;0,316
cauteloso;0,542
confabulaciones;0,312
mojón;0,26
pastel;0,81
cakewalk;0,719
calamares;0,521
calamitoso;0,219
calamidad;0,122
calcáreo;0,49
calcio;0,6
calcular;0,49
calculado;0,633
calculador;0,458
cálculo;0,646
calculadora;0,513
cálculo;0,36
calendario;0,48
calandrar;0,531
becerro;0,531
calibre;0,429
calibrar;0,552
calicó;0,406
calibrador;0,48
calistenia;0,562
llamar;0,594
llamar de vuelta;0,524
llamador;0,646
caligrafía;0,62
vocación;0,646
calloso;0,245
llamadas;0,608
calma;0,875
calmante;0,885
calma;0,934
calórico;0,327
caloría;0,333
calorímetro;0,406
leva;0,448
camaradería;0,833
comba;0,43
videocámara;0,556
camello;0,54
camafeo;0,573
cámara;0,64
camarógrafo;0,542
camisola;0,497
camuflaje;0,438
camuflado;0,35
acampar;0,622
Campaña;0,602
paladín;0,592
haciendo campaña;0,531
camper;0,573
hoguera;0,677
cámping;0,653
instalaciones;0,604
pueden;0,662
abrelatas;0,444
canal;0,673
canario;0,582
cancelar;0,214
cancelado;0,229
cancelación;0,224
cáncer;0,052
sincero;0,667
candidatura;0,49
candidato;0,596
azucarado;0,713
vela;0,602
luz de una vela;0,789
velas;0,615
candelero;0,448
candor;0,74
dulce;0,93
caña;0,459
canino;0,573
frasco;0,553
llaga gangrenosa;0,262
canabis;0,271
Enlatado;0,398
caníbal;0,122
canibalismo;0,094
envase;0,49
cañón;0,529
bala de cañón;0,344
canoa;0,542
canon;0,385
canónico;0,542
cánones;0,385
pabellón;0,615
Cantalupo;0,592
no puedo respirar;0,284
cantina;0,688
canterbury;0,582
canthandleit;0,354
viga voladiza;0,357
cantina;0,646
canto;0,776
cantón;0,542
no puedo soportarlo;0,418
Cantwin;0,26
lienzo;0,719
sondeo;0,675
cañón;0,468
gorra;0,612
capacidad;0,833
capaz;0,765
capacidad;0,719
capa;0,531
alcaparra;0,51
capilar;0,469
capital;0,52
capitalismo;0,448
capitalista;0,352
capitalizar;0,771
capitales;0,755
capitación;0,479
Capitolio;0,535
capitulación;0,375
capuchino;0,792
Capricho;0,333
caprichoso;0,221
tapas;0,51
Bloq Mayús;0,33
cápsula;0,583
capitán;0,552
subtítulo;0,814
cautivar;0,698
cautivador;0,895
cautivo;0,235
cautiverio;0,225
apresador;0,347
captura;0,357
coche;0,776
caramelo;0,901
quilate;0,823
caravana;0,635
carbón;0,604
carburador;0,469
cuerpo;0,115
carcinoma;0,153
tarjeta;0,531
cartulina;0,5
cardíaco;0,344
cárdigan;0,599
cardenal;0,583
cardiólogo;0,458
cardiología;0,203
miocardiopatía;0,177
tarjetas;0,568
cuidado;0,729
carrera profesional;0,74
despreocupado;0,755
Cuidado;0,625
con cuidado;0,698
descuidado;0,255
descuido;0,245
caricia;0,833
signo de intercalación;0,656
vigilante;0,714
carga;0,408
caribú;0,562
caricatura;0,604
caries;0,115
cuidando;0,635
robo de auto;0,438
carnicería;0,406
carnal;0,417
clavel;0,653
carnaval;0,927
carnívoro;0,224
villancico;0,673
villancicos;0,847
carrusel;0,704
carpa;0,531
de mano;0,449
carpintero;0,521
carpintería;0,561
alfombra;0,52
tejido de alfombra;0,542
compartir coche;0,625
carro;0,65
transportado;0,49
transportador;0,533
zanahoria;0,5
llevar;0,635
que lleva;0,656
mareado;0,224
carro;0,52
carta;0,592
cartel;0,438
carretero;0,312
cartílago;0,438
cartográfico;0,49
cartografía;0,52
caja de cartón;0,286
dibujos animados;0,867
cartucho;0,427
esculpir;0,469
tallista;0,418
tallado;0,541
cascada;0,735
caso;0,427
caseína;0,47
dinero;0,867
cajero;0,615
cachemira;0,653
caja;0,458
casino;0,542
barril;0,49
ataúd;0,125
cazuela;0,57
casete;0,49
emitir;0,558
Desechar;0,208
casta;0,51
castor;0,604
castillo;0,68
castor;0,583
castrar;0,177
castración;0,198
casual;0,643
por casualidad;0,658
víctima;0,235
gato;0,667
catabolismo;0,265
catalogar;0,561
Catálogo;0,647
catálisis;0,385
Catalizador;0,604
catalítico;0,562
catamarán;0,571
catapulta;0,48
catarata;0,406
catástrofe;0,146
catastrófico;0,071
catatónico;0,255
captura;0,531
receptor;0,653
atrapando;0,49
eslogan;0,698
pegadizo;0,677
catecismo;0,656
categórico;0,615
categoría;0,571
abastecer;0,802
abastecedor;0,55
oruga;0,461
cates;0,37
bagre;0,458
catártico;0,45
catedral;0,598
catéter;0,336
casa de gatos;0,327
hierba gatera;0,439
ganado;0,622
pasadizo;0,698
camarilla;0,418
caudal;0,5
caldera;0,51
coliflor;0,448
calafatear;0,367
causal;0,562
causalidad;0,5
causa;0,469
causado;0,344
calzada elevada;0,453
precaución;0,552
advertido;0,51
precavido;0,47
cautelosamente;0,51
caballero;0,735
caballería;0,667
cueva;0,459
advertencia;0,344
cavernícola;0,235
caverna;0,323
cavernoso;0,354
caviar;0,906
espeleología;0,378
cavidad;0,466
pimentón;0,615
cesar;0,388
alto el fuego;0,542
incesante;0,378
cedro;0,56
cede;0,275
techo;0,52
celebrante;0,865
celebrar;0,917
celebrado;0,875
celebrando;0,927
celebracion;0,939
celebraciones;0,958
celebratorio;0,857
celebridad;0,76
apio;0,396
celestial;0,817
celibato;0,302
célibe;0,419
célula;0,541
cava;0,51
bloque de celdas;0,186
violoncelista;0,667
compañero de celda;0,167
violonchelo;0,635
celofán;0,648
celular;0,643
celulitis;0,2
celuloide;0,469
cemento;0,544
cementado;0,429
cementerio;0,051
censurar;0,344
censura;0,219
censo;0,449
centavo;0,439
centenario;0,604
centro;0,643
página central;0,571
habitación central;0,594
centímetro;0,427
ciempiés;0,296
central;0,64
centralidad;0,571
centralización;0,521
centralizar;0,684
centralmente;0,729
centrífugo;0,306
centurión;0,59
siglo;0,407
cerámico;0,521
cerámica;0,573
cereal;0,612
cereales;0,719
cerebral;0,408
ceremonial;0,771
ceremonia;0,76
cierto;0,76
certeza;0,781
certificable;0,714
certificado;0,786
certificar;0,866
cervical;0,375
cuello uterino;0,429
impuesto;0,427
cesación;0,414
alcantarilla;0,167
cha cha;0,714
paja;0,333
excoriación;0,43
disgusto;0,104
disgustado;0,112
Chai;0,5
cadena;0,378
motosierra;0,367
silla;0,562
presidente;0,656
presidenta;0,719
coche postal;0,406
chalet;0,653
cáliz;0,633
tiza;0,385
desafío;0,469
desafiador;0,417
cámara;0,583
camarera;0,594
cámaras;0,542
camaleón;0,49
morder;0,854
champán;0,76
campeón;0,89
campeonato;0,833
