palabra;valencia;pals
jesúses;1;
jocosa;2;
jocosas;2;
jocoso;2;
jocosos;2;
jovial;2;
joviales;2;
joya;1;
joyas;1;
joyases;1;
joyo;1;
joyos;1;
jubilosa;3;
jubilosas;3;
jubiloso;3;
jubilosos;3;
juguetón;2;
juguetónes;2;
juicio hipotecario;-2;
jura;-2;
juraba;-2;
jurada;-2;
juradas;-2;
jurado;-2;
jurados;-2;
juramos;-2;
juran;-2;
jurando;-2;
jurar;-2;
jurares;-2;
juras;-2;
juré;-2;
juro;-2;
juró;-2;
juros;-2;
justa;2;
justas;2;
justicia;2;
justicias;2;
justicio;2;
justicios;2;
justifica;2;
justificaba;2;
justificada;2;
justificadamente;2;
justificadamentes;2;
justificadas;2;
justificado;2;
justificados;2;
justificamos;2;
justifican;2;
justificando;2;
justificar;2;
justificas;2;
justificé;2;
justifico;2;
justificó;2;
justo;2;
justos;2;
juvenil;2;
juveniles;2;
kills;-3;
killses;-3;
kinde;2;
kindemos;2;
kinden;2;
Kinder;2;
kinderes;2;
kindes;2;
kindí;2;
kindía;2;
kindida;2;
kindidas;2;
kindido;2;
kindidos;2;
kindiendo;2;
kindió;2;
kindir;2;
kindo;2;
la prevención;-1;
la resolución;1;
la seguridad;1;
ladrón;-2;
ladrónes;-2;
lag;-2;
lages;-2;
lágrimas;-2;
lágrimases;-2;
lamenta;-2;
lamentaba;-2;
lamentable;-3;
lamentables;-3;
lamentada;-2;
lamentadas;-2;
lamentado;-2;
lamentados;-2;
lamentamos;-2;
lamentan;-2;
lamentanda;-2;
lamentandas;-2;
lamentando;-2;
lamentandos;-2;
lamentar;-2;
lamentares;-2;
lamentas;-2;
lamenté;-2;
lamento;-2;
lamentó;-2;
lángue;-2;
lánguemos;-2;
lánguen;-2;
lánguer;-2;
lángues;-2;
lánguí;-2;
lánguía;-2;
lánguida;-2;
lánguidas;-2;
lánguido;-2;
lánguidos;-2;
lánguiendo;-2;
lánguió;-2;
lánguir;-2;
lánguo;-2;
lanza;1;
lanzaba;1;
lanzada;1;
lanzadas;1;
lanzado;1;
lanzados;1;
lanzamos;1;
lanzan;1;
lanzando;1;
lanzar;1;
lanzas;1;
lanzé;1;
lanzo;1;
lanzó;1;
lástima;-2;
lástimas;-2;
lástimo;-2;
lástimos;-2;
lastimosa;-2;
lastimosas;-2;
lastimoso;-2;
lastimosos;-2;
late;-2;
lates;-2;
latosa;-2;
latosas;-2;
latoso;-2;
latosos;-2;
laughting;1;
laughtinges;1;
lavado del cerebro;-3;
lavado verde;-3;
lawl;3;
lawles;3;
leal;3;
leales;3;
lealtad;3;
lealtades;3;
leer mal;-1;
legal;1;
legales;1;
legalmente;1;
legalmentes;1;
lenta;-2;
lentas;-2;
lento;-2;
lentos;-2;
lesión;-2;
lesiona;-2;
lesionaba;-2;
lesionada;-2;
lesionadas;-2;
lesionado;-2;
lesionados;-2;
lesionamos;-2;
lesionan;-2;
lesionando;-2;
lesionar;-2;
lesionas;-2;
lesioné;-2;
lesiónes;-2;
lesiono;-2;
lesionó;-2;
letarga;-2;
letargas;-2;
letárgica;-2;
letárgicas;-2;
letárgico;-2;
letárgicos;-2;
letargo;-2;
letargos;-2;
lía;-2;
lías;-2;
libertad;2;
libertades;2;
limita;-1;
limitaba;-1;
limitación;-1;
limitaciónes;-1;
limitada;-1;
limitadas;-1;
limitado;-1;
limitados;-1;
limitamos;-1;
limitan;-1;
limitando;-1;
limitar;-1;
limitas;-1;
limité;-1;
límites;-1;
límiteses;-1;
limito;-1;
limitó;-1;
limpia;2;
limpiaba;2;
limpiada;2;
limpiadas;2;
limpiado;2;
limpiador;2;
limpiadores;2;
limpiados;2;
limpiamos;2;
limpian;2;
limpiando;2;
limpiar;2;
limpiares;2;
limpias;2;
limpié;2;
limpio;2;
limpió;2;
linda;2;
lindas;2;
lindo;2;
lindos;2;
lío;-2;
líos;-2;
lista;-2;
listas;-2;
listo;-2;
listos;-2;
litigia;-1;
litigias;-1;
litigio;-1;
litigios;-1;
litigiosa;-2;
litigiosas;-2;
litigioso;-2;
litigiosos;-2;
líve;-2;
lívemos;-2;
líven;-2;
líver;-2;
líves;-2;
líví;-2;
lívía;-2;
lívida;-2;
lívidas;-2;
lívido;-2;
lívidos;-2;
líviendo;-2;
lívió;-2;
lívir;-2;
lívo;-2;
llanta;-2;
llantas;-2;
llanto;-2;
llantos;-2;
llantoses;-2;
llega;1;
llegaba;1;
llegada;1;
llegadas;1;
llegado;1;
llegados;1;
llegamos;1;
llegan;1;
llegando;1;
llegar;1;
llegares;1;
llegas;1;
llegé;1;
llego;1;
llegó;1;
lleno de alegría;4;
lleno de savia;-1;
llora;-2;
lloraba;-2;
llorada;-2;
lloradas;-2;
llorado;-2;
llorados;-2;
lloramos;-2;
lloran;-2;
lloranda;-2;
llorandas;-2;
llorando;-2;
llorandos;-2;
llorar;-1;
llorares;-1;
lloras;-2;
lloré;-2;
lloro;-2;
lloró;-2;
lluviosa;-1;
lluviosas;-1;
lluvioso;-1;
lluviosos;-1;
lmaa;4;
lmaas;4;
lmao;4;
lmaos;4;
lmfaa;4;
lmfaas;4;
lmfao;4;
lmfaos;4;
lo siento;-1;
loca;-2;
locamente;-3;
locamentes;-3;
locas;-2;
loco;-2;
locos;-3;
locoses;-3;
locura;-2;
locuras;-2;
locuro;-2;
locuros;-2;
logra;2;
logras;2;
logro;2;
logros;2;
lol;3;
loles;3;
los spammers;-3;
lovelies;3;
lovelieses;3;
lucha;-1;
luchaba;-2;
luchada;-2;
luchadas;-2;
luchado;-2;
luchados;-2;
luchamos;-2;
luchan;-2;
luchanda;-2;
luchandas;-2;
luchando;-2;
luchandos;-2;
luchar;-2;
luchas;-2;
luchases;-2;
luché;-2;
lucho;-1;
luchó;-2;
luchos;-1;
lúgubre;-2;
lúgubres;-2;
lunática;-3;
lunáticas;-3;
lunático;-3;
lunáticos;-3;
luta;-2;
lutas;-2;
luto;-2;
lutos;-2;
madura;2;
maduras;2;
maduro;2;
maduros;2;
magnífica;5;
magníficas;5;
magnífico;5;
magníficos;5;
mal;-3;
mal comportamiento;-2;
mal humor;-2;
mal informado;-2;
mala;-3;
malas;-3;
maldición;-1;
maldiciónes;-1;
maldita;-4;
Maldita sea;-4;
malditas;-4;
maldito;-4;
malditos;-4;
malentende;-2;
malentendemos;-2;
malentenden;-2;
malentender;-2;
malentendes;-2;
malentendí;-2;
malentendía;-2;
malentendida;-2;
malentendidas;-2;
malentendido;-2;
malentendidos;-2;
malentendiendo;-2;
malentendió;-2;
malentendir;-2;
malentendo;-2;
males;-1;
maleses;-1;
malévola;-2;
malévolas;-2;
malévolo;-2;
malévolos;-2;
malhumora;-2;
malhumoraba;-2;
malhumorada;-2;
malhumoradas;-2;
malhumorado;-2;
malhumorados;-2;
malhumoramos;-2;
malhumoran;-2;
malhumorando;-2;
malhumorar;-2;
malhumoras;-2;
malhumoré;-2;
malhumoro;-2;
malhumoró;-2;
malinterpreta;-2;
malinterpretaba;-2;
malinterpretada;-2;
malinterpretadas;-2;
malinterpretado;-2;
malinterpretados;-2;
malinterpretamos;-2;
malinterpretan;-2;
malinterpretando;-2;
malinterpretar;-2;
malinterpretas;-2;
malinterpreté;-2;
malinterpreto;-2;
malinterpretó;-2;
malo;-3;
malos;-3;
malva;-2;
malvaba;-2;
malvada;-2;
malvadas;-2;
malvado;-2;
malvados;-2;
malvamos;-2;
malvan;-2;
malvando;-2;
malvar;-2;
malvas;-2;
malvé;-2;
malvo;-2;
malvó;-2;
mancha;2;
manchas;2;
mancho;2;
manchos;2;
manifestantes;-2;
manifestanteses;-2;
manipula;-1;
manipulaba;-1;
manipulación;-1;
manipulaciónes;-1;
manipulada;-1;
manipuladas;-1;
manipulado;-1;
manipulados;-1;
manipulamos;-1;
manipulan;-1;
manipulando;-1;
manipular;-1;
manipulas;-1;
manipulé;-1;
manipulo;-1;
manipuló;-1;
maravilla;3;
maravillas;3;
maravillases;3;
maravillo;3;
maravillos;3;
maravillosa;3;
maravillosas;3;
maravilloso;3;
maravillosos;3;
marea;-1;
mareaba;-1;
mareada;-1;
mareadas;-1;
mareado;-1;
mareados;-1;
mareamos;-1;
marean;-1;
mareando;-1;
marear;-1;
mareas;-1;
mareé;-1;
mareo;-1;
mareó;-1;
maricón;-3;
maricónes;-3;
más baja;-1;
más brillante;2;
más divertido;4;
más duras;-2;
más duro;-2;
más fuerte;2;
más inteligente;2;
más loca;-2;
más oscura;-2;
más pobre;-2;
más resistentes;2;
más sucio;-2;
mata;-3;
mataba;-3;
matada;-3;
matadas;-3;
matado;-3;
matados;-3;
matamos;-3;
matan;-3;
matando;-3;
matar;-3;
matares;-3;
matas;-3;
maté;-3;
mato;-3;
mató;-3;
matón;-2;
matónes;-2;
mayor;3;
mayores;3;
me gusta;2;
mea;-3;
meaba;-3;
meada;-3;
meadas;-3;
meado;-3;
meados;-3;
meamos;-3;
mean;-3;
meanda;-3;
meandas;-3;
meando;-3;
meandos;-3;
mear;-4;
meares;-4;
meas;-3;
medalla;3;
medallas;3;
medallo;3;
medallos;3;
mediocridad;-3;
mediocridades;-3;
meditativa;1;
meditativas;1;
meditativo;1;
meditativos;1;
meé;-3;
mejor;3;
mejor que;2;
mejora;2;
mejoraba;2;
mejorada;2;
mejoradas;2;
mejorado;2;
mejorados;2;
mejoramos;2;
mejoran;2;
mejoranda;2;
mejorandas;2;
mejorando;2;
mejorandos;2;
mejorar;2;
mejorares;2;
mejoras;2;
mejoré;2;
mejores;3;
mejoro;2;
mejoró;2;
mejoros;2;
melancolía;-2;
melancolías;-2;
melancólica;-2;
melancólicas;-2;
melancólico;-2;
melancólicos;-2;
melancolío;-2;
melancolíos;-2;
menosprecia;-2;
menospreciaba;-2;
menospreciada;-2;
menospreciadas;-2;
menospreciado;-2;
menospreciados;-2;
menospreciamos;-2;
menosprecian;-2;
menospreciando;-2;
menospreciar;-2;
menospreciares;-2;
menosprecias;-2;
menosprecie;-2;
menosprecié;-2;
menosprecies;-2;
menosprecio;-2;
menospreció;-2;
mentirosa;-3;
mentirosas;-3;
mentiroso;-3;
mentirosos;-3;
mentirososes;-3;
meo;-3;
meó;-3;
mercachifle;-2;
mercachifles;-2;
metódica;2;
metódicas;2;
metódico;2;
metódicos;2;
mieda;-2;
miedas;-2;
miedo;-2;
miedos;-2;
miedosa;2;
miedosas;2;
miedoso;2;
miedosos;2;
mierda;-4;
mierdas;-4;
mierdo;-4;
mierdos;-4;
milagra;4;
milagras;4;
milagro;4;
milagros;4;
mina;-2;
minaba;-2;
minada;-2;
minadas;-2;
minado;-2;
minados;-2;
minamos;-2;
minan;-2;
minanda;-2;
minandas;-2;
minando;-2;
minandos;-2;
minar;-2;
minas;-2;
miné;-2;
mino;-2;
minó;-2;
mintió;-2;
miope;-2;
miopes;-2;
miopía;-2;
miopías;-2;
miopío;-2;
miopíos;-2;
mirthfully;3;
mirthfullyes;3;
miserable;-3;
miserables;-3;
miseria;-2;
miserias;-2;
misericordia;2;
misericordias;2;
misericordio;2;
misericordios;2;
miserio;-2;
miserios;-2;
misteriosa;-2;
misteriosas;-2;
misterioso;-2;
misteriosos;-2;
mita;-1;
mitas;-1;
mito;-1;
mitos;-1;
moda;-2;
modas;-2;
modo;-2;
modos;-2;
molesta;-2;
molestaba;-2;
molestada;-2;
molestadas;-2;
molestado;-2;
molestados;-2;
molestamos;-2;
molestan;-2;
molestando;-2;
molestar;-2;
molestares;-2;
molestas;-2;
molesté;-2;
molestia;-2;
molestias;-2;
molestio;-2;
molestios;-2;
molesto;-4;
molestó;-2;
molestos;-2;
mongering;-2;
mongeringes;-2;
monopoliza;-2;
monopolizaba;-2;
monopolizada;-2;
monopolizadas;-2;
monopolizado;-2;
monopolizados;-2;
monopolizamos;-2;
monopolizan;-2;
monopolizando;-2;
monopolizar;-2;
monopolizares;-2;
monopolizas;-2;
monopolizé;-2;
monopolizo;-2;
monopolizó;-2;
monopolizos;-2;
moping;-1;
mopinges;-1;
mordaz;-3;
mordaza;-2;
mordazas;-2;
mordazes;-3;
mordazo;-2;
mordazos;-2;
more;-3;
moremos;-3;
moren;-3;
morer;-3;
mores;-3;
morí;-3;
moría;-3;
morida;-3;
moridas;-3;
morido;-3;
moridos;-3;
moriendo;-3;
morió;-3;
morir;-3;
morir de hambre;-2;
morires;-3;
moro;-3;
motiva;2;
motivaba;2;
motivación;1;
motivaciónes;1;
motivada;2;
motivadas;2;
motivado;2;
motivador;2;
motivadores;2;
motivados;2;
motivamos;2;
motivan;2;
motivando;2;
motivar;1;
motivares;1;
motivas;2;
motivé;2;
motivo;2;
motivó;2;
muere de hambre;-2;
muerta;-3;
muertas;-3;
muerte;-2;
muertes;-2;
muerto;-3;
muertos;-3;
multa;2;
multas;2;
multo;2;
multos;2;
muriendo de hambre;-2;
murió;-3;
musaraña;-4;
musarañas;-4;
musaraño;-4;
musaraños;-4;
n00b;-2;
n00bes;-2;
na;-1;
nas;-1;
natural;1;
naturales;1;
necesita;-2;
necesitaba;-2;
necesitada;-2;
necesitadas;-2;
necesitado;-2;
necesitados;-2;
necesitamos;-2;
necesitan;-2;
necesitando;-2;
necesitar;-2;
necesitas;-2;
necesité;-2;
necesito;-2;
necesitó;-2;
nega;-2;
negaba;-2;
negada;-2;
negadas;-2;
negado;-2;
negador;-2;
negadores;-2;
negadoreses;-2;
negados;-2;
negamos;-2;
negan;-2;
neganda;-2;
negandas;-2;
negando;-2;
negandos;-2;
negándose;-2;
negándoses;-2;
negar;-2;
negares;-2;
negas;-2;
negativa;-2;
negativas;-2;
negatividad;-2;
negatividades;-2;
negativo;-2;
negativos;-2;
negé;-2;
negligencia;-2;
negligencias;-2;
negligenciases;-2;
negligencio;-2;
negligencios;-2;
nego;-2;
negó;-2;
negocia;2;
negociaba;2;
negociada;2;
negociadas;2;
negociado;2;
negociados;2;
negociamos;2;
negocian;2;
negociando;2;
negociar;2;
negociares;2;
negocias;2;
negocié;2;
negocio;2;
negoció;2;
negra;-5;
negras;-5;
negrita;2;
negritas;2;
negrito;2;
negritos;2;
negro;-5;
negros;-5;
nervios;-1;
nerviosa;-2;
nerviosamente;-2;
nerviosamentes;-2;
nerviosas;-2;
nervioses;-1;
nervioso;-2;
nerviosos;-2;
niebla tóxica;-2;
niega;-2;
niegas;-2;
niego;-2;
niegos;-2;
Niggas;-5;
niggases;-5;
no;-1;
no amable;-2;
no aprobado;-2;
no creer;-2;
no deseado;-2;
no es divertido;-3;
no está bien;-2;
no funciona;-3;
no profesional;-2;
no puede soportar;-3;
no sofisticado;-2;
no te gusta;-2;
noble;2;
nobles;2;
nos;-1;
nostálgica;-2;
nostálgicas;-2;
nostálgico;-2;
nostálgicos;-2;
notable;2;
notables;2;
notoria;-2;
notorias;-2;
notorio;-2;
notorios;-2;
novata;-2;
novatas;-2;
novato;-2;
novatos;-2;
novela;2;
novelas;2;
novelo;2;
novelos;2;
nubes;-2;
nubeses;-2;
nublada;-1;
nubladas;-1;
nublado;-1;
nublados;-1;
nueces;-3;
nueceses;-3;
objeto de dumping;-2;
obliga;1;
obligaba;1;
obligada;1;
obligadas;1;
obligado;1;
obligados;1;
obligamos;1;
obligan;1;
obligando;1;
obligar;1;
obligas;1;
obligatoria;-1;
obligatorias;-1;
obligatorio;-1;
obligatorios;-1;
obligé;1;
obligo;1;
obligó;1;
oblitera;-2;
obliteraba;-2;
obliterada;-2;
obliteradas;-2;
obliterado;-2;
obliterados;-2;
obliteramos;-2;
obliteran;-2;
obliterando;-2;
obliterar;-2;
obliterares;-2;
obliteras;-2;
obliteré;-2;
oblitero;-2;
obliteró;-2;
obra maestra;4;
obras maestras;4;
obscena;-2;
obscenas;-2;
obsceno;-2;
obscenos;-2;
obsesiona;-2;
obsesionaba;-2;
obsesionada;-2;
obsesionadas;-2;
obsesionado;-2;
obsesionados;-2;
obsesionamos;-2;
obsesionan;-2;
obsesionando;-2;
obsesionante;1;
obsesionantes;1;
obsesionar;-2;
obsesionas;-2;
obsesioné;-2;
obsesiono;-2;
obsesionó;-2;
obsoleta;-2;
obsoletas;-2;
obsoleto;-2;
obsoletos;-2;
obstácula;-2;
obstáculas;-2;
obstáculo;-2;
obstáculos;-2;
obstáculoses;-2;
obstina;-2;
obstinaba;-2;
obstinada;-2;
obstinadas;-2;
obstinado;-2;
obstinados;-2;
obstinamos;-2;
obstinan;-2;
obstinando;-2;
obstinar;-2;
obstinas;-2;
obstiné;-2;
obstino;-2;
obstinó;-2;
obstrue;-1;
obstruemos;-1;
obstruen;-1;
obstruer;-1;
obstrues;-1;
obstruí;-1;
obstruía;-1;
obstruida;-1;
obstruidas;-1;
obstruido;-1;
obstruidos;-1;
obstruiendo;-1;
obstruió;-1;
obstruir;-1;
obstruo;-1;
ocultación;-1;
ocultaciónes;-1;
odia;-3;
odiaba;-3;
odiada;-3;
odiadas;-3;
odiado;-3;
odiados;-3;
odiamos;-3;
odian;-3;
odianda;-3;
odiandas;-3;
odiando;-3;
odiandos;-3;
odiar;-3;
odias;-3;
odié;-3;
odio;-3;
odió;-3;
odios;-3;
odioses;-3;
ofende;-2;
ofendemos;-2;
ofenden;-2;
ofender;-2;
ofenderes;-2;
ofendes;-2;
ofendí;-2;
ofendía;-2;
ofendida;-2;
ofendidas;-2;
ofendido;-2;
ofendidos;-2;
ofendiendo;-2;
ofendió;-2;
ofendir;-2;
ofendo;-2;
oferta;2;
ofertas;2;
oferto;2;
ofertos;2;
Ojalá;2;
OKS;2;
okses;2;
olvida;-1;
olvidaba;-1;
olvidada;-1;
olvidadas;-1;
olvidadiza;-2;
olvidadizas;-2;
olvidadizo;-2;
olvidadizos;-2;
olvidado;-1;
olvidados;-1;
olvidamos;-1;
olvidan;-1;
olvidando;-1;
olvidar;-1;
olvidares;-1;
olvidas;-1;
olvidé;-1;
olvido;-1;
olvidó;-1;
ominosa;3;
ominosas;3;
ominoso;3;
ominosos;3;
oportunidad;2;
oportunidades;2;
oportunidadeses;2;
opresiva;-2;
opresivas;-2;
opresivo;-2;
opresivos;-2;
oprimidos;-2;
oprimidoses;-2;
optimisma;2;
optimismas;2;
optimismo;2;
optimismos;2;
optimista;2;
optimistas;2;
optimisto;2;
optimistos;2;
optionless;-2;
optionlesses;-2;
ora;1;
oraba;1;
orada;1;
oradas;1;
orado;1;
orados;1;
oramos;1;
oran;1;
orando;1;
orar;1;
orares;1;
oras;1;
oré;1;
orgulla;2;
orgullas;2;
orgullo;2;
orgullos;2;
orgullosa;2;
orgullosas;2;
orgulloso;2;
orgullosos;2;
oro;1;
oró;1;
oros;1;
oscuridad;-1;
oscuridades;-1;
outmaneuvered;-2;
outmaneuveredes;-2;
overreacted;-2;
overreactedes;-2;
overselling;-2;
oversellinges;-2;
oversells;-2;
oversellses;-2;
oxímoron;-1;
oxímorones;-1;
pacífica;2;
pacíficas;2;
pacífico;2;
pacíficos;2;
paga;-1;
pagaba;2;
pagada;2;
pagadas;2;
pagado;2;
pagados;2;
pagamos;2;
pagan;2;
pagando;2;
pagar;2;
pagas;-1;
pagé;2;
pago;-1;
pagó;2;
pagos;-1;
paja;-2;
pajas;-2;
pajo;-2;
pajos;-2;
paliza;-1;
palizas;-1;
palizo;-1;
palizos;-1;
pánica;-3;
pánicas;-3;
pánico;-3;
pánicos;-3;
pánicoses;-3;
parada;-1;
paradas;-1;
paradases;-1;
parado;-1;
paradoja;-1;
paradojas;-1;
paradojo;-1;
paradojos;-1;
parados;-1;
paraísa;3;
paraísas;3;
paraíso;3;
paraísos;3;
parcial;-2;
parciales;-2;
parcialidad;-1;
parcialidades;-1;
pardoning;2;
pardoninges;2;
parlamenta;-1;
parlamentaba;-1;
parlamentada;-1;
parlamentadas;-1;
parlamentado;-1;
parlamentados;-1;
parlamentamos;-1;
parlamentan;-1;
parlamentando;-1;
parlamentar;-1;
parlamentares;-1;
parlamentas;-1;
parlamenté;-1;
parlamento;-1;
parlamentó;-1;
parodia;-2;
parodias;-2;
parodio;-2;
parodios;-2;
paros;-2;
paroses;-2;
parte superior;2;
partidarios;1;
partidarioses;1;
pasa;-1;
pasaba;-1;
pasada;-1;
pasadas;-1;
pasado;-1;
pasado por alto;-1;
pasados;-1;
pasamos;-1;
pasan;-1;
pasando;-1;
pasar;-1;
pasas;-1;
pasé;-1;
pasiva;-1;
pasivamente;-1;
pasivamentes;-1;
pasivas;-1;
pasivo;-1;
pasivos;-1;
pasmosamente;3;
pasmosamentes;3;
paso;-1;
pasó;-1;
patética;-2;
patéticas;-2;
patético;-2;
patéticos;-2;
pavor;-2;
pavores;-2;
paz;2;
pazes;2;
pecaminosa;-3;
pecaminosas;-3;
pecaminoso;-3;
pecaminosos;-3;
pedir disculpas;-1;
peligra;-2;
peligras;-2;
peligro;-2;
peligros;-2;
pena;-2;
penas;-2;
penetración;3;
penetraciónes;3;
peno;-2;
penos;-2;
pensativa;-1;
pensativas;-1;
pensativo;-1;
pensativos;-1;
peor;-3;
peores;-3;
perde;-2;
perdedor;-3;
perdedores;-3;
perdemos;-2;
perden;-2;
perder;-2;
perderes;-2;
perdes;-2;
perdí;-2;
perdía;-2;
perdida;-2;
pérdida;-3;
perdidas;-2;
pérdidas;-3;
perdido;-2;
pérdido;-3;
perdidos;-2;
pérdidos;-3;
perdienda;-3;
perdiendas;-3;
perdiendo;-3;
perdiendos;-3;
perdió;-3;
perdir;-2;
perdo;-2;
perdón;2;
perdona;2;
perdonaba;2;
perdonada;2;
perdonadas;2;
perdonado;2;
perdonados;2;
perdonamos;2;
perdonan;2;
perdonando;2;
perdonar;1;
perdonares;1;
perdonas;2;
perdoné;2;
perdónes;2;
perdono;2;
perdonó;2;
perezosa;-1;
perezosas;-1;
perezoso;-1;
perezosos;-1;
perfecciona;2;
perfeccionaba;2;
perfeccionada;2;
perfeccionadas;2;
perfeccionado;2;
perfeccionados;2;
perfeccionamos;2;
perfeccionan;2;
perfeccionando;2;
perfeccionar;2;
perfeccionas;2;
perfeccioné;2;
perfecciono;2;
perfeccionó;2;
perfeccionos;2;
perfecta;3;
perfectamente;3;
perfectamentes;3;
perfectas;3;
Perfecto;3;
perfectos;3;
perjudica;-2;
perjudicaba;-2;
perjudicada;-2;
perjudicadas;-2;
perjudicado;-2;
perjudicados;-2;
perjudicamos;-2;
perjudican;-2;
perjudicando;-2;
perjudicar;-2;
perjudicas;-2;
perjudicé;-2;
perjudicial;-2;
perjudiciales;-2;
perjudico;-2;
perjudicó;-2;
perjuria;-3;
perjurias;-3;
perjurio;-3;
perjurios;-3;
permite;1;
permitemos;1;
permiten;1;
permiter;1;
permites;1;
permití;1;
permitía;1;
permitida;1;
permitidas;1;
permitido;1;
permitidos;1;
permitiendo;1;
permitió;1;
permitir;1;
permitires;1;
permito;1;
perpleja;-2;
perplejas;-2;
perplejo;-2;
perplejos;-2;
perra;-5;
perras;-5;
perrases;-5;
perro;-5;
perros;-5;
persegue;-2;
perseguemos;-2;
perseguen;-2;
perseguer;-2;
persegues;-2;
perseguí;-2;
perseguía;-2;
perseguida;-2;
perseguidas;-2;
perseguido;-2;
perseguidos;-2;
perseguidoses;-2;
perseguiendo;-2;
perseguió;-2;
perseguir;-2;
perseguires;-2;
perseguo;-2;
persigue;-2;
persigues;-2;
perspectiva;1;
perspectivas;1;
perspectivases;1;
perspectivo;1;
perspectivos;1;
perturba;-2;
perturbaba;-2;
perturbada;-2;
perturbadas;-2;
perturbado;-2;
perturbador;-2;
perturbadores;-2;
perturbados;-2;
perturbamos;-2;
perturban;-2;
perturbando;-2;
perturbar;-2;
perturbas;-2;
perturbé;-2;
perturbo;-2;
perturbó;-2;
perturbos;-2;
pésima;-2;
pésimas;-2;
pesimisma;-2;
pesimismas;-2;
pesimismo;-2;
pesimismos;-2;
pesimista;-2;
pesimistas;-2;
pesimisto;-2;
pesimistos;-2;
pésimo;-2;
pésimos;-2;
petrifica;-2;
petrificaba;-2;
petrificada;-2;
petrificadas;-2;
petrificado;-2;
petrificados;-2;
petrificamos;-2;
petrifican;-2;
petrificando;-2;
petrificar;-2;
petrificas;-2;
petrificé;-2;
petrifico;-2;
petrificó;-2;
pica;-2;
picaba;-2;
picada;-2;
picadas;-2;
picado;-2;
picados;-2;
picamos;-2;
pican;-2;
picando;-2;
picante;-2;
picantes;-2;
picar;-2;
picas;-2;
picé;-2;
pico;-2;
picó;-2;
pierde;-3;
pierdes;-3;
pinchaza;-5;
pinchazas;-5;
pinchazo;-5;
pinchazos;-5;
pintoresca;2;
pintorescas;2;
pintoresco;2;
pintorescos;2;
piqué;-2;
pistola;-1;
pistolas;-1;
pistolo;-1;
pistolos;-1;
place;3;
placemos;3;
placen;3;
Placer;3;
placeres;3;
places;3;
plací;3;
placía;3;
placida;3;
placidas;3;
placido;3;
placidos;3;
placiendo;3;
plació;3;
placir;3;
placo;3;
pobre;-2;
pobres;-2;
pobreza;-1;
pobrezas;-1;
pobrezo;-1;
pobrezos;-1;
poco claro;-1;
poco ético;-2;
poderosa;2;
poderosas;2;
poderoso;2;
poderosos;2;
polémica;-2;
polémicas;-2;
polémico;-2;
polémicos;-2;
polla;-5;
pollas;-5;
pollo;-5;
pollos;-5;
popula;3;
populaba;3;
populada;3;
populadas;3;
populado;3;
populados;3;
populamos;3;
populan;3;
populando;3;
popular;3;
populares;3;
populas;3;
populé;3;
populo;3;
populó;3;
Por favor;1;
por suerte;3;
porta mal;-2;
portado mal;-2;
portarse mal;-2;
posesiva;-2;
posesivas;-2;
posesivo;-2;
posesivos;-2;
posibilidades;2;
posibilidadeses;2;
positiva;2;
positivas;2;
positivo;2;
positivos;2;
pospone;-1;
posponemos;-1;
posponen;-1;
posponer;-1;
posponeres;-1;
pospones;-1;
posponí;-1;
posponía;-1;
posponida;-1;
posponidas;-1;
posponido;-1;
posponidos;-1;
posponienda;-1;
posponiendas;-1;
posponiendo;-1;
posponiendos;-1;
posponió;-1;
posponir;-1;
pospono;-1;
pospuesta;-1;
pospuestas;-1;
pospuesto;-1;
pospuestos;-1;
prblm;-2;
prblmes;-2;
prblms;-2;
prblmses;-2;
pregonan;-2;
pregonanes;-2;
premia;3;
premias;3;
premio;3;
premios;3;
premioses;3;
preocupa;-2;
preocupaba;-2;
preocupación;-3;
preocupaciónes;-3;
preocupada;-2;
preocupadas;-2;
preocupado;-2;
preocupados;-2;
preocupamos;-2;
preocupan;-2;
preocupando;-2;
preocupante;-3;
preocupantes;-3;
preocupar;-2;
preocupas;-2;
preocupé;-2;
preocupo;-2;
preocupó;-2;
prepara;1;
preparaba;1;
preparada;1;
preparadas;1;
preparado;1;
preparados;1;
preparamos;1;
preparan;1;
preparando;1;
preparar;1;
preparas;1;
preparé;1;
preparo;1;
preparó;1;
presa;-2;
presaba;-2;
presada;-2;
presadas;-2;
presado;-2;
presados;-2;
presamos;-2;
presan;-2;
presando;-2;
presar;-2;
presares;-2;
presas;-2;
presé;-2;
presión;-1;
presionados;-2;
presionadoses;-2;
presiónes;-1;
preso;-2;
presó;-2;
prestigia;3;
prestigias;3;
prestigio;3;
prestigios;3;
pretende;-1;
pretendemos;-1;
pretenden;-1;
pretender;-1;
pretendes;-1;
pretendí;-1;
pretendía;-1;
pretendida;-1;
pretendidas;-1;
pretendido;-1;
pretendidos;-1;
pretendienda;-1;
pretendiendas;-1;
pretendiendo;-1;
pretendiendos;-1;
pretendió;-1;
pretendir;-1;
pretendo;-1;
prevene;-2;
prevenemos;-2;
prevenen;-2;
prevener;-2;
prevenes;-2;
prevení;-2;
prevenía;-2;
prevenida;-2;
prevenidas;-2;
prevenido;-2;
prevenidos;-2;
preveniendo;-2;
prevenió;-2;
prevenir;-2;
preveno;-2;
previene;-1;
previenes;-1;
prisión;-2;
prisionera;-2;
prisioneras;-2;
prisionero;-2;
prisioneros;-2;
prisioneroses;-2;
