titulo,estilo,artista,id,estrofa
Es Normal,rap,Myke Towers,id_370,"(Coro)
Dice que se va y para mi ya esto es normal
Dice que no me va a extrañar, desea que me vaya mal
Dice que se va y para mi ya esto es normal
Dice que no me va a extrañar, desea que me vaya"
Gotitas de amor,pop,Jesse & Joy,id_373,"Tengo que decirte que te amo
Quiero que florezca nuestro amor
Y crezca esa florecita de tu mano
En la tierrita de tu corazón
Y lluevan gotitas de amor"
Payaso,pop,Elsa y Elmar,id_375,"Me duele tanto el amor
Me duele tanto el amor
Me duele tanto el amor
Me duele tanto
Si tú no das yo no doy
Si te me vas ya no estoy
Me duele tanto tu amor
Me duele tanto"
Te quiero,pop,Ricardo Arjona,id_379,"Te quiero solo porque a ti te quiero
Que sería de mi si no es así
Como dijo Pablo a sangre y fuego
Como digo yo te quiero así
Yo te quiero"
Hay Siempre un Sentimiento Muerto en un Corazón Roto,pop,Porta,id_380,"Hay cosas que se pierden y no encuentras un porqué
Hay obstáculos (Hay obstáculos) que pueden hacerte caer
Hay momentos en que te entran ganas de abandonar todo (Todo)
Hay siempre un sentimiento muerto en un corazón roto
Hay un sentimiento muerto en mi órgano vital
Mi corazón roto recluso en una caja musical
Olvidar es engañarse a uno mismo, ¡no te mientas!
Tengo la esperanza de ver si mi corazón despierta"
Santa Paz,rock,IZAL,id_382,"Mi mala suerte combina con tu olor
A risa tonta, a triunfo sin valor
Domingo en palmas, lunes al sol
Agua bendita, tierra maldita
Zapatos de tacón"
Mejor Que Yo,misc,Farina,id_387,"Uh-woh
Siéntate un segundo
Y dime si es verdad lo que se dice
Que tú me fuiste infiel
Dime, porque no puedo entender
Amor, explícame"
Bonito  Barato,rap,Malandro,id_388,"Medio al pedo y medio en coma, de moneda (Ajá)
Pero cheto y a la moda en la vereda (I swear)
Agua dura, un par de alcohol, la reposera (¡Su!)
Mirando pasar totos, son de novela (Arrgh)
Medio al pedo y medio en coma, de moneda (Ajá)
Pero cheto y a la moda en la vereda (Yeah)
Agua dura, un par de alcohol, la reposera (I swear)
Mirando pasar totos, son de novela"
Adela en el Carrousell,rock,Charly Garca,id_394,"Y a través de la sortija, ella lo convirtió
En un caballo que gira y gira a su alrededor
Tanto girar, girar es un defecto
Tanto esperar, esperando que se haga realidad
Él se pasa girando sin parar
Nada es perfecto"
Carretera,pop,Beny Jr,id_396,"Dando botes en la lancha, tú no sabes qué e' eso
A mí me da miedo la revancha, una ola mata, solo quedan hueso'
Arrepentido pero a las tanta', y mira que he hecho tantas, solo quería peso'
Y luna llena reflejá' en el agua, miro para un lado y se asoma el pueblo
Dando botes en la lancha, tú no sabes qué e' eso
A mí me da miedo la revancha, una ola mata, solo quedan hueso'
Arrepentido pero a las tanta', y mira que he hecho tantas, solo quería peso'
Y luna llena reflejá' en el agua, miro para un lado y se asoma el pueblo"
Escuela de danza aérea,rock,Love of Lesbian,id_397,"Bailen por el sol los que aún aman
Ya flota el salón, y ahí dentro levito
Sí, también dije:
""Abrázame como si fuera a extinguirme
Báilame como si aún fuera virgen"""
Aquí Cabemos Los Dos,pop,Los Claxons,id_407,"Amor me sacudiste el suelo
Llenaste mi alma de consuelo
Si te vas de aquí
Yo me voy contigo
Te habías tardado en llegar
Te habías tardado en llegar"
Prisión de Amor,pop,Los Tigres Del Norte,id_408,"Regálame tus besos de miel
Imprégname tu aroma en la piel
Y hazme que me sienta soñar
Con esa forma de amar, cariño
Esta entrega será diferente
Será el uno del otro por siempre
No como esos que dan y enseguida se van
Y que se hacen llorar, llorar"
La Raza Pura Es La Pura Raza,rock,Molotov,id_409,"Aquí la raza pura
Es la pura raza
(molotov está en la casa)
Aquí la raza pura
Es la pura raza"
Hadú,pop,Soto Asa,id_416,"Te dirá que me conoce, que algo sabe de mí
Que cuando llegan las doce no se puede dormir
No sé si es de Hadú o es Tanyawia
Me va a guillar con su chulería
Sé que no soy suyo ni ella mía
Pero a mí me encantaría"
Dejándose Caer,rock,Leiva,id_423,"Cuando
Me pasaba por encima
Ella me dejaba coger
Su cuerpito, de alambre
Bajo el aguacero
Vuelve a parecer
Y así pasa su tiempo"
Años Luz,pop,Romeo Santos,id_428,"Tú, para mí eres la luz
Amarte es una virtud
Voy a agregarte a la biblia por divina y tan buena
Tú, la calma en su plenitud
Te amo tantos años luz
Eres mi hombre prodigio
La que más amo en el planeta"
Mal Acostumbrado Mal Acostumado,pop,Julio Iglesias,id_432,"Devuélveme un trocito de mi vida
Devuélveme un poquito nada más
Un poco más
Devuélveme aunque sea de mentira
Que no curen mis heridas
Y me muera cada día mal"
Porque te Quiero,pop,Roco Drcal,id_433,"Y si estoy triste es porque te quiero
Si estoy alegre es porque te quiero
Y si depronto siento que me muero
Es porque te quiero te quiero te quiero
Te quiero te quiero te quiero te quiero
Te quiero te quiero"
Nubes Blancas,country,Natanael Cano,id_437,"Hace tiempo que yo me puse a quemar
Cinta de todo lo que yo iba a lograr
Mis metas, anhelos, todo fui a cobrar
Y sin darme cuenta varias bocas a cerrar
Y nunca me he de rajar, pa' la chamba o disfrutar
Hago siempre lo que quiero y me la paso a todo dar"
Parte de lo que me Debes,pop,Los Planetas,id_439,"A veces pienso en lo estúpido que fui
Las fuerzas que gasté
El tiempo que perdí
A veces pienso en lo estúpido que fui
Las fuerzas que gasté
El tiempo que perdí"
Intocable Remix,pop,Don Omar,id_440,"Háblale claro, dile que el negro te tienta
Que se tire, que ando con setenta
Que si uno de los de él se envuelve y me tienta
Boster, deja que el helicóptero se sienta
Y es que me gusta usted y su falda corta
Es que no meten cabras ni su novio ni sus gordas
Ni sus alicates que roncan de tropas
Boster, van a cagarse en la ropa"
Eramos tan jovenes,pop,Ismael Serrano,id_446,"Ahora que llego a casa, que todos los mares se aquietan
Repaso lo que he vivido, recuerdo nuestras promesas
Y he de decir que he cumplido con algunas y no es poco
He sobrevivido al otoño, a su mordisco de lobos
Amo a una mujer clara que amo y me ama sin pedir nada
Un hechicera abre el cielo cuando le canto una nana
Puede que al mirarme ahora con ojos de aquellos días
Reconozcas al muchacho que a ciegas te desvestía"
Sé Lo Que Hicisteis,pop,Melendi,id_447,"Y esa Juana sin Arco
Ese Bill sin Gates
Aquella foto de aquel narco que viste de beige
Y esa cabaña en el lago, sé lo que hicisteis el último verano
Y esa Juana sin Arco
Ese Bill sin Gates
Aquella foto de aquel narco que viste de beige
Y esa cabaña en el lago, sé lo que hicisteis el último verano"
No La Toques,pop,Justin Quiles,id_450,"Mami, yo no sé
Pero dile tú, al gato tuyo
Que vaya tumbando la actitud
O le digo yo que entonces se formó
Él no me cae muy bien
Desde el día que te conoció"
Si Te Vuelves A Enamorar,pop,Bronco,id_456,"Coro
Si te vuelves a enamorar
Corazon no quiero verte llorar
Porque tus penas
Son las mias tambien
Y no soportaria una mas"
Piensa,rap,HORUS  TIERRA,id_458,"Crecen queriendo tener la vida de esos ídolos
Sin tener que estudiar ni haber trabajado nunca
Y al ver que no pueden, tienden a delinquir
Y a consumir esas drogas que ellos mismos les inculcan
Y yo no siento envidia porque la gente te siga
Y persigan mensajes vacíos que no concuerdan
Siento es lástima por ese árbol que perdió la vida
Pa' hacer el lápiz con el que escribes tanta mierda"
Negro,pop,J Balvin,id_459,"Descará', anda envuelta, anda con su amiga culisuelta
Par de señore' ya le tienen la vida resuelta
Cuenta que perdió la cuenta de lo que hay en su cuenta
Mala, pero viva, haga de cuenta
Perrea como si no hay un mañana la jeva
Tiene novio, pero es tremenda hueva
No se pierde un party, aunque le truene y le llueva
Si la botella no se acaba, se la lleva"
Llegó Tu Amor,pop,Reik,id_460,"Siento volar cuando estás tú
Siento tocar el cielo azul
Sin duda, todo es por ti
Quiero alcanzar lo que soñé
Quiero besar lo que anhelé
No hay más que decir
Me he enamorado de ti"
Imposible Amor,pop,Jory Boy,id_461,"Sé que después de lo de anoche
De mi tu te enamoraste, no digas que no
Con tus palabras y artimañas
También me envolviste, un imposible amor
Y aunque ese tipo tenga un éxito rotundo
No puede hacerte lo que yo en cada segundo
Yo sé que por dentro tu cuerpo me pedías
Yo sé que tu me preferías, si"
Goteo,rap,Duki,id_463,"Quiero un Philippe Patek
Rolex, Cartier pa' no ver la hora (Philippe Patek)
Siempre sé lo que hay que hacer
Duplico otra vez, subo como el dólar (Duplico otra ve’)
Viven pendiente 'e mi name
Mi plata, mi ex, shout-out para Lola (Sos buena persona)
[No me gustaron sus reglas y fue
Igual toqué los tre' día’ en el Lolla (¡Yay, yah!)](18186192)"
Vuelta al Mundo,rap,Doble Porcin,id_464,"No quiero ser estrella sin identidad
Quiero plata de afuera pa' gastarla acá
Un ranchito en la montaña, cabaña en el mar
Esto suena una chimba y nunca va a cambiar
Las neas en la esquina vuelvan a bailar
Las chimbas y las feas vuelvan a bailar
The Colombians y La Gra$a vuelvan a bailar
El Matador y La Pantera vuelvan a bailar, vuelvan a bailar"
Enmarcando recuerdos,rap,Porta,id_468,"Qué duro fue para mí convertir tu olor en un recuerdo
Y sé que todo pasa y estarás pa' guiarme si me pierdo
Y necesito enmarcar que voy a recordarte
Tu luz iluminó mi cielo y aún me ayuda a superarme
No me sé expresar, las palabras se quedan cortas
Sé que nadie conoce tan bien lo que hay detrás de Porta
Y aunque esto nos pese y duela, sé que no me fallarás
Tu huella estará en mi alma rota, jamás la podrán borrar"
Asunto Sexual,pop,Caramelos de Cianuro,id_469,"Este es un asunto sexual
Y se puede tratar
Como algo natural
Entiendo que sientas temor
Solemos asociar
Tamaño con dolor"
Soy Lo Que Soy,rap,Daddy Yankee,id_474,"Hey yo
La calle representas a los amigos
Representa a los enemigos
La calle es mi inspiración, es mi esencia
La calle te destruye, o la calle te hace
No importa quien eres o a donde vallas
Todo termina en la calle"
Déjate Llevar,rap,Darkiel,id_476,"Déjate llevar, baby di que sí
(Di que sí)
Sabes que eres mía, desde que te conocí
(Tu eres mía completa)
Yo sé de un lugar, tu dime si quieres ir
Te voy a comer completa si me dices que sí"
Mis Sentimientos,pop,Los ngeles Azules,id_477,"Ahora más que nunca
Te necesito junto a mí
No abandones mi amor
Que me entregado a ti
No podré sobrevivir, necesito tu calor"
¿Quién Sería?,rap,HORUS  TIERRA,id_485,"¿Qué sería sin expresar lo que siento?
Un ser vacío sin alma ni sentimientos
¿Y quién sería si actuara de modo violento?
Y agrediera al inocente pa' encontrar lo que no tengo
Y si no creyera en el viento y el sol que nace en oriente
En la luna creciente y el brillo del firmamento
Si no creyera en el amor que siento por mi gente
No sería diferente a un hombre muerto (Hey-Hey)"
Ferguson,rap,Gata Cattana,id_486,"Que me quemen en la hoguera que no impide que lo ame
Si yo digo veneno inmediato tú te relames
Exportando las nuevas por debajito de los trenes
Que me quemen pronto
Que me quemen, venga, que me quemen"
Energía,pop,J Balvin,id_487,"No quiero dormir, dormir, no importa lo que pase
Te quiero pa' mí, pa' mí, no importa lo que pase
El mundo se enciende cuando me sientes, quiero que entiendas
Cuando estamos cerca, son tantas cosas que se conectan
Justo cuando me descargo
Tú sabes volverme a levantar
Tú sabes volverme a levantar, uhh"
Con la misma piedra,pop,Julio Iglesias,id_489,"Pero fui en tu vida una diversión
Tan sólo un juguete de tu colección
Me embrujaste al verte why tus ojos verdes
Le pusieron trampas a mi corazón
Tropecé de nuevo why con la misma piedra
En cuestión de amores nunca aprenderé
Yo que había jurado no jugar con ella
Tropecé de nuevo why con el mismo pie"
Hunter,rap,Rauw Alejandro,id_490,"To' los día' son wake and bake (Bake)
Con las Vans y la skate (Uh)
Ayer otra portada Vogue (Bitch)
Louis V (Rick Owens; ah)
Le damo' banda a los fake (Fake)
Boti, tú ere' un Corn Flake'
Sacamo' a pasear los del bunker con mis hunters
Dale, ronquen"
Fruko y Sus Presos,rap,Alcolirykoz,id_495,"¡Ale ro le le le lo le lo la!
Quiero estar preso acá
De dónde sale tanta nea
El barrio es un imán
Y aunque me digan: ""¡No te quedes!""
Yo sí que me vo'a quedar
Pues hace rato ando esperando tu visita conyugal"
Flor Sin Retono,pop,Pedro Infante,id_496,"Yo la regaba con agua que cae del cielo
Y la regaba con lagrimas de mis ojos
Mis amigos me dijeron ya no riegues esa flor
Esa flor ya no retona tiene muerto el corazon
Esa flor ya no retona tiene muerto el corazon"
Vida En El Espejo,rock,Enjambre,id_497,"Soy víctima del domicilio
Ese que ya es nuestro exilio
Donde algún día me van a encontrar
Ya que vida
Yo sé que no eres mía"
Ibiza,pop,Ozuna,id_503,"No se me olvida esa noche en Ibiza
En el muelle con la brisa
Flamenco y tu sonrisa, yeh-eh
No se me olvida esa noche en Ibiza
Un beso el alma me friza
Detén el tiempo, no hay prisa, bebé"
Romper El Hielo,pop,Fanny Lu,id_504,"Letra de ""Romper El Hielo"" ft. Noriel
Te veo pasar niña cada tarde y no te digo na'
Porque tu belleza roba mis palabras
A mi me pasa igual
Y en cada mirada mando una señal
¿Dime tú como le hacemos?"
Nosotros,pop,Luis Miguel,id_505,"Nosotros, que nos queremos tanto
Debemos separarnos no me preguntes mas
No es falta de cariño, te quiero con el alma
Te juro que te adoro y en nombre de este amor y
Por tu bien te digo adios"
Si tú no estás,pop,Julieta Venegas,id_509,"Vi montes y valles
Vi gente y aviones
Vi noches enteras
En transición
Vi cuentos de otros
Vi desconocido
Que no dejarían de ser
Lo que son"
Merengue De Cuna,pop,Juan Luis Guerra,id_516,"Amor, tú no sabes, hasta donde te quiero, tú no sabes
Este amor se derrama y no me cabe
Tú no sabes, cariño, tu no sabes
Amor, tú no sabes, cariño, tú no sabes
Amor, tú no sabes, mi vida, tú no sabes
Amor, tú no sabes, cariño, tú no sabes"
Búnker,rb,Beln Aguilera,id_517,"Si no paro un momento
Voy a ir tras de ti
Para un momento
Yo ya he estado aquí
Todos buscamos un refugio, amor
Y no, aún no veo
Búnker más seguro que yo"
Esclavo de Tu Amor,pop,Vicentico,id_521,"Dame un minuto junto a vos
Que sea eterno como el sol
Que estoy viajando a la deriva
Soy un vagabundo por error
Quiero volver a caminar
Por los caminos de la fe
Quiero volver a ser esclavo de tu amor"
Mamisonga Remix,pop,ejo,id_522,"Así que quítate la ropa
Mientras voy besándote lento la boca
Por donde yo la toque, ella me toca
Mi mamacita está dura, otro nivel
Quítate la ropa
Mientras voy besándote lento la boca
Por donde yo la toque, ella me toca
Mi mamacita está dura, otro nivel"
Ice,rap,Poison Kid,id_523,"No le llega ninguna con ese piquete que tiene, eh
Si te siento muy lejos, baby, el mundo se me detiene, eh, eh
No le llega ninguna con ese piquete que tiene (Eh-eh)
Si te siento muy lejos, baby, el mundo se me detiene
(Ah, ah, yeah-eh-eh)
(Ah, eh-eh-eh-eh)
(Uh-uh, shawty, yeah, yeah, yeah)"
Nota de Amor,pop,Wisin,id_524,"Hoy te tengo que decir
Que el amor en ti encontré
Que eres tú la mujer, que me hace feliz
Me cura el dolor, mi otra mitad
Es una adicción y yo quiero más (¡Suelta el ritmo!)"
Escorpión,pop,La Polla Records,id_526,"Los coleguillas que ya no fían
Como eres pobre vendes todo
Pero eso es poco y ahora a sudar
Y esos temblores que te dan
Un palo desesperao
Caja de ahorros, pero cuidao
Si te ligan a mamar
Talego y mono encerrao"
El Baile De Odín,rock,Babasnicos,id_528,"La pirotecnia en un excusado
Corpiños en la valla del final de acción
Corpus sudado, vaselina, termo fría
Alguien a lo bonzo bailotea
Te reconozco sobre los hombros de un pony
Chispas en la risa de los brackets
Pulpa de mango chorrea por tu boca
Freno las encías para no comerte"
Yo Por Él,pop,Yuridia,id_533,"Subiría al cielo a ver si un ángel
Me señala el rumbo a su alma
Why tambien iría a buscar bajo los mares
Los tesoros que ganaran
Para mi esa mirada
Todo eso why mucho más"
She Don’t Give a Fo,rap,Duki,id_537,"Ella es una diabla
Me ve, me besa, después no me habla
Noche' de sexo, día' sin palabras
Ando perdido por culpa 'e esa diabla
Ella es una diabla
Me ve, me besa, después no me habla
Noche' de sexo, día' sin palabras
Ando perdido por culpa 'e esa diabla"
Gasoline,pop,Feid,id_544,"Hace algunos años que ya está dormi
Si vas en un Ferrari ponle gasoline
El novio que ella tiene ya no está en su li
Y la' foto' que ha subido son de otra, sí
Nos conocimo' en Medellín, tónica con gin
Me decía con suspiros: ""Solo estoy pa' ti""
Y hoy me llama diciendo que"
La Novelita,pop,Aventura,id_546,"Tú eres la mami de mi vida
La que yo más prefiero y tengo aquí
Eres reina de mis amores
En cielo no hay colores si no estás en mí
Sólo cantarte, muñequita
Y que tú a mí me quieras como yo a ti
Es lo que te pido a ti mujer"
