Título,Reseña,Género,id
461 Days of Bento: A Promise Between Father and Son,"Kazuki Suzumoto está divorciado y vive con su hijo Kouki, de 15 años. Kouki está pasando por una etapa vulnerable. El padre se siente culpable por él. Kouki suspende el examen de ingreso al instituto. En la primavera del año siguiente, Kouki apenas aprueba el examen. Kouki le comenta a Kazuki que le gusta la fiambrera que le prepara su padre. Padre e hijo se hacen una promesa. Kazuki promete prepararle una fiambrera todos los días. Kouki promete no faltar nunca a clase.",Drama,id_94
Mary Magdalene,"En el siglo I, la libre espíritu María Magdalena huye del matrimonio que su familia le ha concertado, encontrando refugio y un sentido de propósito en un nuevo movimiento radical liderado por el carismático y agitador predicador llamado Jesús.",Drama,id_95
Fighter in the Wind,"Este documental narra la historia del competidor de karate Choi Yeung-Eui, quien, tras la Segunda Guerra Mundial, emigró a Japón con la intención de convertirse en piloto de combate, pero encontró un camino muy diferente. Cambió su nombre a Masutatsu Oyama y recorrió el país, derrotando a numerosos artistas marciales. La película se centra en su juventud, cuando desarrolla su famoso estilo de karate, Kyokushin.",Acción,id_96
Purpose of Reunion 3,"Sung-hyeon se reencuentra con su primer amor, Jin-hye, en una reunión de exalumnos.",Drama,id_97
Kung Fu Dunk,"Shi-Jie es un brillante artista marcial de la escuela de Kung Fu. Un día, se encuentra con un grupo de jóvenes jugando al baloncesto y les demuestra lo fácil que le resulta, gracias a su entrenamiento en artes marciales, hacer un mate. Chen-Li, un astuto hombre de negocios, lo observa y lo recluta para jugar en el equipo universitario de baloncesto de la localidad.",Acción,id_98
Stormbreaker,"Alex Rider se considera un estudiante normal, hasta que su tío es asesinado. Descubre que su tío era un espía en una misión secreta. Alan Blunt lo recluta para continuar con la misión. Lo envían a Cornualles para investigar un nuevo sistema informático creado por Darrius Sayle. Este planea distribuirlo a todas las escuelas del país, pero el Sr. Blunt tiene otros planes y Alex debe descubrirlos.",Aventura,id_99
Braven,Un leñador defiende a su familia de un grupo de peligrosos narcotraficantes.,Drama,id_100
Madame,"Anne y Bob, una pareja estadounidense acomodada, acaban de mudarse a una hermosa mansión en el romántico París. Para impresionar a sus sofisticados amigos, deciden organizar una suntuosa cena, pero deben disfrazar a su criada de noble para equilibrar el número de invitados. Cuando la criada se fuga con un adinerado invitado, Anne debe perseguirla por todo París para frustrar este inesperado y alegre romance.",Drama,id_101
Straight from the Barrio,Un joven narcotraficante se enamora mientras se enfrenta a problemas internos en su banda y recibe una oferta para convertirse en cantante de reguetón.,Drama,id_102
Careful What You Wish For,"Un hombre se ve envuelto en una situación mucho más complicada de lo que esperaba tras iniciar una aventura con la esposa de un banquero de inversiones. Pronto, una muerte sospechosa y una importante póliza de seguro de vida lo involucran en un escándalo.",Drama,id_103
Mindhunters,Los alumnos del programa de elaboración de perfiles psicológicos del FBI deben poner en práctica su formación cuando descubren a un asesino entre ellos.,Misterio,id_104
Uncharted,"""Uncharted"" narra la historia de un equipo de filmación de documentales que sufre un accidente aéreo en una isla, cuando buscaban un animal raro, un jaguar, que se cree que habita en la selva. Una serie de circunstancias desafortunadas surgen cuando su avión privado se estrella en una isla remota.",Horror,id_105
Stuntman,Un veterano especialista en acrobacias se propone completar el salto que superó a su ídolo Evel Knievel: cruzar el cañón del río Snake en una aeronave propulsada por cohetes.,Documental,id_106
Wrong Turn,"Chris choca contra un coche lleno de otros jóvenes, y el grupo de automovilistas varados pronto se pierde en los bosques de Virginia Occidental, donde son perseguidos por tres montañeses caníbales que están horriblemente desfigurados por generaciones de endogamia.",Horror,id_107
The Condemned 2,"Un antiguo cazarrecompensas se ve obligado a huir como parte de una versión renovada del torneo Condemned, en el que los convictos se ven forzados a luchar entre sí a muerte en un juego que se transmite al público.",Acción,id_108
Cult of Chucky,"Confinada en un manicomio para criminales dementes, Nica Pierce está convencida de que ella, y no Chucky, asesinó a toda su familia. Pero cuando el psiquiatra le presenta un nuevo muñeco terapéutico ""Good Guy"" con un rostro familiar, una serie de nuevas y espeluznantes muertes hacen que Nica se pregunte si no estará realmente loca.",Horror,id_109
"Extremely Wicked, Shockingly Evil and Vile","Una crónica de los crímenes de Ted Bundy, desde la perspectiva de su novia de toda la vida, Elizabeth Kloepfer, quien se negó a creer la verdad sobre él durante años.",Delito,id_110
Act of Valor,"Cuando una misión encubierta para rescatar a un agente de la CIA secuestrado descubre una trama escalofriante, un equipo de élite de los SEAL estadounidenses, altamente entrenado, se dirige a toda velocidad a puntos conflictivos de todo el mundo, en una carrera contrarreloj para detener un ataque terrorista mortal.",Acción,id_111
Starship Troopers: Traitor of Mars,"Al soldado de la Federación Johnny Rico se le ordena trabajar con un grupo de nuevos reclutas en una estación satelital en Marte, donde unos insectos gigantes han decidido planear su próximo ataque.",Acción,id_112
"To Wong Foo, Thanks for Everything! Julie Newmar","Tres drag queens neoyorquinas que se dirigían a Hollywood para un concurso de belleza quedan varadas en un pequeño pueblo del Medio Oeste durante todo el fin de semana cuando su coche se avería. Mientras esperan las piezas para su Cadillac descapotable, el extravagante trío les demuestra a los lugareños homófobos que ser diferente no significa que no compartan la misma humanidad.",Comedia,id_113
For the Love of Spock,"La vida del Sr. Spock de Star Trek, así como la de Leonard Nimoy, el actor que interpretó al Sr. Spock durante casi cincuenta años, escrita y dirigida por su hijo, Adam.",Documental,id_114
Arn: The Knight Templar,"Arn, hijo de un noble sueco de alto rango, es educado en un monasterio y enviado a Tierra Santa como caballero templario para hacer penitencia por un amor prohibido.",Acción,id_115
The Driver,"El Conductor se especializa en conducir coches de fuga para robos. Su excepcional talento le ha impedido ser capturado hasta ahora. Tras otra fuga exitosa de la policía, un detective muy seguro de sí mismo se propone como objetivo principal atrapar al Conductor. Promete indultos a una banda si lo ayudan a condenarlo por un robo con trampa. El Conductor busca la ayuda del Jugador para despistar al detective.",Acción,id_116
The Last Letter From Your Lover,Una joven periodista londinense se obsesiona con una serie de cartas que descubre y que relatan una intensa historia de amor trágica de los años 60.,Drama,id_117
The Adam Project,"Tras un aterrizaje forzoso accidental en 2022, el piloto de combate Adam Reed, que viaja en el tiempo, se une a su yo de 12 años en una misión para salvar el futuro.",Ciencia ficción,id_118
A Good Man,"Tras una brillante carrera en operaciones especiales que termina en desastre, Alexander desaparece del mapa e intenta llevar una vida tranquila como conserje en un complejo de apartamentos. Pero cuando una de sus inquilinas y su familia caen bajo el yugo de un gánster ruso, Alexander se ve envuelto en una guerra sin cuartel entre bandas rivales chinas y rusas; lo que lo obliga no solo a defender a la familia, sino que también lo enfrenta a un viejo enemigo y le brinda una última oportunidad para reconciliarse con su pasado.",Acción,id_119
The Double Life of Véronique,"Véronique es una hermosa joven francesa que aspira a ser una cantante famosa; Weronika vive en Polonia, tiene una meta profesional similar y es idéntica a Véronique, aunque no son parientes. La película sigue a ambas mujeres mientras lidian con los altibajos de sus vidas, y Véronique se embarca en un romance inusual con Alexandre Fabbri, un titiritero que podría ayudarla con sus problemas existenciales.",Drama,id_120
Beautiful Creatures,"Ethan Wate solo quiere conocer mejor a Lena Duchannes, pero sin que él lo sepa, Lena posee extraños poderes. A medida que se acerca su decimosexto cumpleaños, Lena podría decidir su destino: ser buena o mala. Una elección que marcará su relación para siempre.",Fantasía,id_121
The Secret World of Arrietty,"Arrietty, de 14 años, y el resto de la familia Clock viven en un anonimato tranquilo, construyendo su hogar con objetos ""prestados"" de los habitantes humanos de la casa. Sin embargo, la vida de los Clock cambia cuando un niño humano descubre a Arrietty.",Fantasía,id_122
Starship Troopers: Invasion,"El puesto avanzado de la Federación, Fort Casey, sufre un ataque de insectos. El equipo de la nave de ataque rápido Alesia recibe la misión de ayudar a la nave estelar John A. Warden, estacionada en Fort Casey, a evacuar junto con los supervivientes y traer de vuelta a la Tierra información militar de forma segura. Carl Jenkins, ahora ministro de Guerra Paranormal, emprende una misión clandestina con la nave estelar antes de su encuentro con la Alesia y desaparece en la nebulosa. Ahora, estos soldados curtidos en la batalla se ven obligados a emprender una misión de rescate que podría tener consecuencias mucho más siniestras de lo que jamás hubieran imaginado.",Animación,id_123
Pippi Longstocking,"Pippi Calzaslargas, una niña pelirroja superfuerte, se muda a la casa de campo de su padre, Villa Villekulla, y vive aventuras con sus vecinos Tommy y Annika en esta película recopilatoria de la clásica serie de televisión sueca.",Aventura,id_124
Little Nicky,"Tras la decisión del señor de la oscuridad de no ceder su trono a ninguno de sus tres hijos, los dos más poderosos escapan a la Tierra para fundar un reino. Esta acción cierra el portal que transporta las almas pecadoras al Infierno y provoca la desaparición de Satanás. Por ello, debe enviar a su hijo más débil, pero a la vez más querido, el pequeño Nicky, a la Tierra para que devuelva a sus hermanos al Infierno.",Comedia,id_125
Serial (Bad) Weddings 2,"Claude y Marie Verneuil se enfrentan a una nueva crisis. Los cuatro cónyuges de sus hijas, David, Rachid, Chao y Charles, han decidido abandonar Francia por diversos motivos. Aquí se imaginan cómo serán sus vidas en otro lugar.",Comedia,id_126
Herbie Fully Loaded,"Maggie Peyton, la nueva propietaria del número 53, un Volkswagen Beetle con personalidad propia, pone a prueba el coche en su camino para convertirse en un competidor de NASCAR.",Comedia,id_127
